Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2017-06-01 00:00:00+00:00,0,3.6,,12.98,2.6,,2.6,,,4.15,0.45,4.25,,,119.5,119.5,,,110.0,20.0,,,,,,,,,3.61,,
2017-06-01 00:05:00+00:00,70,,,,,,,,,,,4.22,,,,,,,,,,,,,,,,,,,
2017-06-01 00:10:00+00:00,70,,,,2.05,3.15,,,,,,4.2,2.05,,,,,112.5,,,,,,,,,,,,,
2017-06-01 00:15:00+00:00,60,3.7,,13.35,2.95,,2.95,,,4.55,0.3,4.17,,,236.0,236.0,,,110.0,20.0,256.4,,224.7,44.8,,24.5,33.9,1.7,3.61,5.89,
2017-06-01 00:20:00+00:00,70,3.2,,12.47,2.5,,2.5,,,3.6,0.1,4.15,,,225.5,225.5,,,110.0,20.0,235.5,,210.2,35.8,,19.6,27.8,1.0,3.89,5.64,
2017-06-01 00:25:00+00:00,45,3.15,,12.28,2.9,,2.9,,,3.75,0.1,4.12,,,230.0,230.0,,,110.0,20.0,228.4,,214.7,19.5,,10.6,19.7,0.6,3.9,2.06,
2017-06-01 00:30:00+00:00,60,3.15,,12.75,2.5,,2.5,,,,0.05,4.09,,,215.0,215.0,,,110.0,20.0,215.6,,203.1,17.9,,10.6,18.4,0.5,4.05,1.88,
2017-06-01 00:35:00+00:00,65,3.55,,10.57,3.05,,3.05,,,4.5,0.4,4.07,,,365.0,365.0,,,110.0,20.0,324.7,,281.6,61.9,,31.8,64.4,2.1,2.98,1.79,
2017-06-01 00:40:00+00:00,40,3.55,,11.81,2.75,,2.75,,,4.05,0.1,4.05,,,311.0,311.0,,,110.0,20.0,300.1,,265.6,49.6,,25.8,50.9,1.7,3.33,1.89,
2017-06-01 00:45:00+00:00,70,,,,,,,,,,,4.02,,,,,,,,,,,,,,,,,,,
2017-06-01 00:50:00+00:00,45,3.75,,11.1,1.7,2.0,2.8,,,4.5,0.25,4.0,1.7,,325.0,325.0,,118.8,110.0,20.0,324.6,,279.4,64.9,,33.9,65.3,2.5,2.96,2.03,
2017-06-01 00:55:00+00:00,0,3.4,,11.94,2.7,,2.7,,,4.15,0.35,3.97,,,232.5,232.5,,,110.0,20.0,,,,,,,,,3.51,,
2017-06-01 01:00:00+00:00,65,3.45,,12.65,1.9,2.1,2.95,,,3.95,0.1,3.95,1.9,,265.0,265.0,,110.6,110.0,20.0,251.0,,233.4,25.2,,13.2,25.3,0.8,3.66,2.04,
2017-06-01 01:05:00+00:00,0,3.45,,13.03,1.8,2.8,1.8,,,4.15,0.1,3.93,2.1,,145.0,145.0,,117.5,110.0,20.0,,,,,,,,,3.78,,
2017-06-01 01:10:00+00:00,65,3.55,,13.17,2.95,,2.95,,,4.25,0.1,3.91,,,240.0,240.0,,,110.0,20.0,241.7,,225.5,23.3,,12.3,23.1,0.8,3.71,2.17,
2017-06-01 01:15:00+00:00,0,3.7,,12.47,2.5,,2.5,,,4.9,0.65,3.89,,,142.0,142.0,,,110.0,20.0,,,,,,,,,3.37,,
2017-06-01 01:20:00+00:00,40,3.6,,12.65,2.05,2.8,3.15,,,4.2,0.1,3.88,2.05,,272.5,272.5,,115.0,110.0,20.0,260.3,,238.2,31.7,,16.7,31.6,1.2,3.51,2.12,
2017-06-01 01:25:00+00:00,35,3.4,,10.26,1.85,3.25,2.75,,,4.0,0.15,3.86,1.85,2.75,350.0,350.0,,139.2,110.0,20.0,318.3,,277.4,58.7,,29.9,62.9,1.9,3.02,1.63,
2017-06-01 01:30:00+00:00,0,3.5,,12.8,1.95,2.9,2.85,,,4.1,0.25,3.84,1.95,2.85,96.0,96.0,,135.0,110.0,20.0,,,,,,,,,3.66,,
