Time,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2021-01-02 06:45:00+00:00,5.125,,19.79,1.75,,2.2,1.75,2.06,5.8,0.15,4.59,,,165.0,165.0,115.0,,102.7,12.6,198.8,,169.4,36.5,,22.2,49.2,3.5,3.88,1.33,
2021-01-02 06:50:00+00:00,5.1,,19.52,1.45,1.8,2.55,1.75,2.11,5.75,0.1,4.66,1.45,,202.5,202.5,114.3,100.0,103.0,12.9,201.9,,167.6,45.1,,27.0,47.9,4.0,3.83,2.08,
2021-01-02 06:55:00+00:00,5.2,,19.29,1.75,2.25,2.5,1.75,2.16,5.95,0.1,4.73,2.2,,200.0,200.0,113.6,132.5,103.3,13.1,211.1,,167.2,60.0,,34.6,58.2,5.2,3.71,2.45,
2021-01-02 07:00:00+00:00,5.425,,19.48,1.05,1.95,2.25,1.05,2.21,6.15,0.1,4.79,1.55,,142.5,142.5,98.5,102.5,103.3,13.1,219.9,,168.7,70.2,,40.6,70.4,6.5,3.61,2.53,
2021-01-02 07:05:00+00:00,5.55,,20.63,1.3,2.2,2.7,1.3,2.26,6.05,0.1,4.86,1.5,,197.5,197.5,94.1,100.0,104.6,14.4,213.0,,173.5,50.6,,30.8,54.3,5.4,3.72,2.21,
2021-01-02 07:10:00+00:00,5.625,3.31,21.08,1.55,2.45,2.6,1.55,2.26,6.2,0.15,4.92,2.1,,197.5,225.0,98.3,120.0,100.3,10.2,205.2,157.5,172.3,38.7,26.0,25.9,55.5,4.6,3.76,1.39,0.36
2021-01-02 07:15:00+00:00,5.775,,21.6,1.6,2.15,2.4,1.6,2.21,6.3,0.1,4.98,1.75,,140.0,140.0,101.3,105.0,101.0,10.9,207.7,,174.0,42.4,,26.7,64.1,5.1,3.76,1.13,
2021-01-02 07:20:00+00:00,5.875,3.2,21.99,1.45,2.5,2.7,1.6,2.26,6.5,0.1,5.03,1.45,,190.0,225.0,100.7,100.0,101.1,11.0,211.4,153.0,174.3,48.0,26.8,30.1,59.9,5.7,3.76,1.7,0.49
2021-01-02 07:25:00+00:00,5.8,2.85,22.57,1.7,2.4,2.5,1.7,2.26,6.5,0.1,5.09,1.95,,140.0,222.5,99.4,115.6,98.3,8.2,,,,,,,,,3.89,,
2021-01-02 07:30:00+00:00,5.775,,22.08,1.65,2.25,2.65,1.65,2.41,6.45,0.1,5.14,1.7,,197.5,197.5,103.3,100.0,103.0,12.8,205.6,,170.4,47.6,,29.1,45.7,5.5,3.84,2.31,
2021-01-02 07:35:00+00:00,5.675,3.17,21.43,1.6,2.15,2.65,1.6,2.41,6.4,0.1,5.19,1.7,,187.5,217.5,99.7,111.3,102.5,12.3,208.5,153.4,170.7,50.6,22.2,30.8,59.5,5.4,3.79,1.87,0.21
2021-01-02 07:40:00+00:00,5.75,,21.41,1.55,2.55,2.85,1.55,2.26,6.45,0.05,5.24,2.3,,207.5,207.5,98.3,124.2,100.3,10.2,210.2,,170.9,51.5,,31.1,56.5,5.8,3.72,2.01,
2021-01-02 07:45:00+00:00,5.825,,21.25,1.55,,2.75,1.55,2.51,6.5,0.15,5.29,,,197.5,197.5,104.3,,102.5,12.2,212.3,,169.2,55.7,,33.6,60.8,6.4,3.66,1.96,
2021-01-02 07:50:00+00:00,5.95,,21.95,1.75,2.7,2.8,1.75,2.46,6.65,0.1,5.34,1.95,,200.0,200.0,96.5,115.6,100.0,9.8,215.4,,172.3,57.0,,34.8,56.1,6.9,3.69,2.4,
2021-01-02 07:55:00+00:00,6.075,3.92,22.42,1.65,2.05,2.75,1.65,2.56,6.8,0.1,5.38,1.8,,210.0,235.0,102.1,97.5,103.3,13.0,215.5,166.8,174.1,53.3,27.3,33.5,58.1,6.8,3.71,2.27,0.43
2021-01-02 08:00:00+00:00,6.05,,22.27,1.15,2.15,2.9,1.15,2.41,6.75,0.1,5.42,1.85,,200.0,200.0,89.2,97.5,97.6,8.0,214.2,,171.8,55.7,,33.9,55.3,6.9,3.68,2.41,
