Time,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2020-10-01 00:00:00+00:00,3.05,,9.72,1.65,,1.65,,,3.7,0.1,3.44,,,262.5,262.5,,,110.0,20.0,294.7,,257.5,52.8,,28.1,47.7,1.4,3.18,2.94,
2020-10-01 00:05:00+00:00,3.05,,9.63,1.5,,1.5,,,3.8,0.1,3.46,,,257.5,257.5,,,110.0,20.0,295.0,,252.0,61.0,,32.7,52.4,1.6,3.16,3.61,
2020-10-01 00:10:00+00:00,3.05,,9.59,1.75,,1.75,,,3.7,0.1,3.47,,,265.0,265.0,,,110.0,20.0,301.0,,258.5,60.1,,32.6,50.2,1.6,3.14,3.88,
2020-10-01 00:15:00+00:00,3.05,,9.59,1.2,,1.2,,,3.75,0.1,3.48,,,252.5,252.5,,,110.0,20.0,296.8,,251.8,63.9,,34.3,57.0,1.6,3.14,3.24,
2020-10-01 00:20:00+00:00,3.05,,9.63,1.75,,1.75,,,3.7,0.1,3.48,,,262.5,262.5,,,110.0,20.0,299.7,,257.6,59.6,,32.3,49.6,1.5,3.16,3.85,
2020-10-01 00:25:00+00:00,3.0,,9.55,1.7,,1.7,,,3.65,0.1,3.48,,,265.0,265.0,,,110.0,20.0,296.4,,256.5,56.7,,30.6,47.8,1.4,3.18,3.72,
2020-10-01 00:30:00+00:00,3.0,,9.33,1.65,,1.65,,,3.75,0.1,3.48,,,262.5,262.5,,,110.0,20.0,306.1,,256.4,70.5,,38.7,54.8,1.8,3.11,5.5,
2020-10-01 00:35:00+00:00,2.9,,9.42,1.65,,1.65,,,3.7,0.1,3.47,,,265.0,265.0,,,110.0,20.0,288.2,,256.4,45.1,,23.6,43.2,1.1,3.25,2.37,
2020-10-01 00:40:00+00:00,2.95,,9.41,1.65,,1.65,,,3.6,0.1,3.46,,,262.5,262.5,,,110.0,20.0,296.4,,255.2,58.4,,31.6,49.2,1.4,3.19,3.86,
2020-10-01 00:45:00+00:00,2.95,,9.28,1.65,,1.65,,,3.55,0.05,3.45,,,262.5,262.5,,,110.0,20.0,299.0,,256.4,60.3,,32.5,50.4,1.5,3.15,3.8,
2020-10-01 00:50:00+00:00,2.95,,9.03,1.7,,1.7,,,3.6,0.1,3.43,,,267.5,267.5,,,110.0,20.0,311.2,,258.6,74.5,,40.6,57.0,1.8,3.06,5.53,
2020-10-01 00:55:00+00:00,2.9,,9.07,1.65,,1.65,,,3.6,0.1,3.41,,,267.5,267.5,,,110.0,20.0,303.0,,258.1,63.6,,34.6,53.0,1.5,3.13,3.93,
2020-10-01 01:00:00+00:00,2.85,,9.09,1.6,,1.6,,,3.55,0.1,3.39,,,262.5,262.5,,,110.0,20.0,291.7,,255.2,51.7,,27.4,46.7,1.2,3.19,2.9,
2020-10-01 01:05:00+00:00,2.9,,9.01,1.65,,1.65,,,3.65,0.15,3.36,,,262.5,262.5,,,110.0,20.0,304.1,,257.3,66.3,,35.9,55.0,1.6,3.11,4.02,
2020-10-01 01:10:00+00:00,2.9,,8.81,1.8,,1.8,,,3.55,0.15,3.34,,,275.0,275.0,,,110.0,20.0,312.3,,263.7,69.0,,37.3,58.3,1.6,3.04,3.71,
