Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2018-01-03 09:20:00+00:00,95,5.0,,19.35,2.15,,3.2,2.15,2.61,5.6,0.05,5.96,,191.0,191.0,113.5,,103.0,12.8,190.2,,142.2,59.4,,35.5,61.1,4.9,3.87,2.41,
2018-01-03 09:25:00+00:00,75,4.7,,18.65,2.45,,3.1,2.45,2.66,5.25,0.15,5.97,,187.0,187.0,117.0,,102.2,12.0,178.2,,134.7,51.8,,31.3,59.5,3.9,3.97,1.95,
2018-01-03 09:30:00+00:00,95,4.7,,17.91,3.05,,3.05,,,5.3,0.1,5.97,,176.5,176.5,,,110.0,20.0,185.0,,136.6,62.5,,35.0,72.0,4.3,3.81,1.92,
2018-01-03 09:35:00+00:00,65,5.1,,17.17,2.6,,3.95,2.6,2.66,5.7,0.1,5.98,,225.0,225.0,114.0,,110.0,20.0,218.6,,150.8,84.3,,47.9,107.3,6.8,3.37,1.56,
2018-01-03 09:40:00+00:00,60,5.15,,18.14,2.45,,3.95,2.45,2.61,5.7,0.1,5.98,,254.5,254.5,116.0,,100.3,10.1,207.5,,145.0,71.8,,43.4,100.4,6.3,3.52,1.4,
2018-01-03 09:45:00+00:00,100,5.575,3.72,19.81,2.45,,2.95,2.45,2.61,6.2,0.1,5.99,,172.0,254.0,110.6,,98.5,8.4,210.2,150.1,158.2,47.7,41.4,37.0,92.0,6.3,3.57,1.11,0.18
2018-01-03 09:50:00+00:00,90,5.775,3.47,20.57,2.15,,3.05,2.15,2.61,6.4,0.1,5.99,,161.3,236.5,111.3,,101.7,11.5,213.2,130.9,159.0,59.4,12.5,40.2,98.3,7.3,3.58,1.18,
2018-01-03 09:55:00+00:00,90,5.7,,21.1,2.45,,3.45,2.45,2.66,6.4,0.1,5.99,,238.0,238.0,118.6,,102.0,11.8,211.4,,169.3,50.9,,33.8,43.5,6.2,3.7,2.92,
2018-01-03 10:00:00+00:00,90,5.653,3.9,21.75,3.15,,3.15,,,6.55,0.25,5.99,,162.0,233.5,,,110.0,20.0,198.9,155.5,158.3,37.1,32.1,29.5,65.3,5.3,3.85,1.26,0.36
2018-01-03 10:05:00+00:00,85,6.125,5.37,21.97,2.45,,3.05,2.45,2.71,6.75,0.1,5.99,,174.0,273.0,115.3,,102.2,12.0,211.9,190.9,164.7,37.1,40.3,33.6,50.1,7.0,3.6,1.64,0.39
