Time,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2019-01-01 00:00:00+00:00,,,,,,,,,,,3.18,,,,,,,,,,,,,,,,,,,
2019-01-01 00:05:00+00:00,2.85,,10.49,2.45,,2.45,,,3.4,,3.2,,,260.7,260.7,,,110.0,20.0,251.0,,236.4,20.8,,11.0,20.9,0.5,3.68,2.08,
2019-01-01 00:10:00+00:00,2.9,,10.26,2.2,,2.2,,,3.5,0.05,3.21,,,260.6,260.6,,,110.0,20.0,259.8,,240.9,27.0,,14.3,26.4,0.6,3.54,2.29,
2019-01-01 00:15:00+00:00,2.95,,10.25,2.15,,2.15,,,3.6,0.35,3.23,,,257.3,257.3,,,110.0,20.0,263.7,,241.3,32.0,,17.1,30.1,0.8,3.47,2.61,
2019-01-01 00:20:00+00:00,3.05,,10.07,2.2,,2.2,,,3.75,0.25,3.23,,,258.1,258.1,,,110.0,20.0,279.6,,246.1,47.6,,26.2,37.8,1.3,3.3,4.8,
2019-01-01 00:25:00+00:00,,,,,,,,,,,3.24,,,,,,,,,,,,,,,,,,,
2019-01-01 00:30:00+00:00,2.95,,9.98,2.3,,2.3,,,3.75,0.25,3.25,,,258.7,258.7,,,110.0,20.0,270.3,,244.8,36.4,,19.7,33.2,0.9,3.38,3.09,
2019-01-01 00:35:00+00:00,2.75,,9.81,2.4,,2.4,,,3.55,0.05,3.25,,,265.0,265.0,,,110.0,20.0,258.7,,241.7,24.4,,13.0,23.8,0.5,3.57,2.36,
2019-01-01 00:40:00+00:00,2.9,,10.13,2.1,,2.1,,,3.4,,3.25,,,248.5,248.5,,,110.0,20.0,261.4,,236.7,35.1,,18.8,32.9,0.8,3.49,2.72,
2019-01-01 00:45:00+00:00,,,,,,,,,,,3.24,,,,,,,,,,,,,,,,,,,
2019-01-01 00:50:00+00:00,2.8,,9.53,1.9,,1.9,,,3.35,,3.23,,,257.3,257.3,,,110.0,20.0,277.8,,240.3,53.2,,29.2,40.6,1.2,3.4,6.09,
2019-01-01 00:55:00+00:00,2.8,,8.85,2.15,,2.15,,,3.7,0.65,3.22,,,274.8,274.8,,,110.0,20.0,297.4,,259.8,53.6,,29.3,45.5,1.2,3.16,3.87,
2019-01-01 01:00:00+00:00,2.65,,8.75,2.45,,2.45,,,3.2,,3.21,,,327.8,327.8,,,110.0,20.0,287.2,,259.8,38.9,,20.3,40.1,0.8,3.3,1.91,
2019-01-01 01:05:00+00:00,2.65,,8.87,2.25,,2.25,,,3.3,0.3,3.2,,,278.1,278.1,,,110.0,20.0,277.0,,252.5,35.0,,18.7,34.5,0.7,3.35,2.3,
2019-01-01 01:10:00+00:00,2.65,,8.69,2.05,,2.05,,,3.3,0.6,3.18,,,276.0,276.0,,,110.0,20.0,287.1,,253.9,47.6,,26.2,40.3,1.0,3.28,4.03,
2019-01-01 01:15:00+00:00,2.55,,8.65,2.25,,2.25,,,3.15,0.1,3.16,,,291.9,291.9,,,110.0,20.0,275.8,,251.3,34.9,,18.6,34.7,0.7,3.39,2.23,
2019-01-01 01:20:00+00:00,2.6,,8.67,2.25,,2.25,,,3.15,0.05,3.14,,,297.6,297.6,,,110.0,20.0,282.0,,254.7,38.9,,20.7,38.5,0.8,3.34,2.23,
2019-01-01 01:25:00+00:00,2.6,,8.61,1.9,,1.9,,,3.15,0.05,3.11,,,286.9,286.9,,,110.0,20.0,282.2,,255.9,37.5,,19.8,38.0,0.7,3.31,2.04,
2019-01-01 01:30:00+00:00,2.5,,8.69,2.1,,2.1,,,3.1,0.05,3.09,,,301.0,301.0,,,110.0,20.0,275.3,,253.6,30.6,,15.7,33.5,0.5,3.48,1.58,
2019-01-01 01:35:00+00:00,2.55,,8.42,2.2,,2.2,,,3.1,0.05,3.06,,,306.1,306.1,,,110.0,20.0,284.7,,257.0,39.4,,20.8,40.0,0.7,3.3,2.03,
2019-01-01 01:40:00+00:00,2.6,,8.22,1.95,,1.95,,,3.2,0.1,3.03,,,275.6,275.6,,,110.0,20.0,303.0,,257.4,65.3,,36.4,53.1,1.3,3.16,4.76,
2019-01-01 01:45:00+00:00,2.55,,8.11,2.1,,2.1,,,3.15,0.05,2.99,,,310.9,310.9,,,110.0,20.0,296.2,,263.1,47.1,,25.0,47.4,0.9,3.18,2.1,
2019-01-01 01:50:00+00:00,2.55,,7.67,2.1,,2.1,,,3.15,0.05,2.96,,,319.9,319.9,,,110.0,20.0,313.4,,273.1,57.3,,30.2,58.0,1.0,3.01,2.04,
2019-01-01 01:55:00+00:00,2.55,,8.01,2.1,,2.1,,,3.1,0.45,2.93,,,298.4,298.4,,,110.0,20.0,299.2,,262.3,52.6,,28.3,50.3,1.0,3.14,2.56,
2019-01-01 02:00:00+00:00,2.55,,8.18,2.25,,2.25,,,3.15,0.2,2.89,,,332.6,332.6,,,110.0,20.0,296.4,,264.3,45.5,,23.7,47.6,0.8,3.21,1.83,
2019-01-01 02:05:00+00:00,2.5,,8.51,1.85,,1.85,,,3.1,0.1,2.86,,,286.8,286.8,,,110.0,20.0,276.0,,253.2,32.3,,16.9,34.8,0.6,3.41,1.7,
2019-01-01 02:10:00+00:00,2.6,,8.91,2.1,,2.1,,,3.15,,2.82,,,292.3,292.3,,,110.0,20.0,275.4,,251.4,34.2,,18.0,35.0,0.7,3.43,1.96,
2019-01-01 02:15:00+00:00,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,,,,
2019-01-01 02:20:00+00:00,,,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,
2019-01-01 02:25:00+00:00,2.6,,9.39,2.4,,2.4,,,3.15,0.1,2.72,,,269.1,269.1,,,110.0,20.0,254.7,,238.3,23.4,,12.4,23.5,0.5,3.61,2.13,
2019-01-01 02:30:00+00:00,2.75,,9.67,2.15,,2.15,,,3.35,0.05,2.69,,,250.9,250.9,,,110.0,20.0,257.4,,235.0,32.0,,17.4,29.0,0.7,3.52,3.22,
2019-01-01 02:35:00+00:00,2.7,,9.77,2.05,,2.05,,,3.35,0.05,2.66,,,243.8,243.8,,,110.0,20.0,248.2,,227.3,29.9,,16.1,27.6,0.6,3.62,2.87,
2019-01-01 02:40:00+00:00,2.65,,9.16,2.15,,2.15,,,3.5,0.3,2.63,,,250.8,250.8,,,110.0,20.0,259.5,,237.4,31.5,,17.0,29.6,0.6,3.46,2.77,
2019-01-01 02:45:00+00:00,2.55,,9.48,2.1,,2.1,,,3.15,0.1,2.6,,,258.3,258.3,,,110.0,20.0,248.9,,234.1,21.0,,11.2,21.3,0.4,3.72,2.08,
2019-01-01 02:50:00+00:00,2.6,,9.93,1.95,,1.95,,,3.15,0.1,2.58,,,246.7,246.7,,,110.0,20.0,238.9,,226.4,17.8,,10.6,19.3,0.4,3.82,1.65,
2019-01-01 02:55:00+00:00,2.6,,9.44,1.65,,1.65,,,3.25,0.1,2.55,,,228.2,228.2,,,110.0,20.0,242.8,,217.4,36.2,,19.9,29.7,0.7,3.63,4.32,
2019-01-01 03:00:00+00:00,2.55,,9.34,1.8,,1.8,,,3.1,0.05,2.53,,,236.6,236.6,,,110.0,20.0,253.2,,218.9,48.7,,26.8,38.9,0.9,3.66,5.66,
2019-01-01 03:05:00+00:00,2.5,,8.73,1.85,,1.85,,,3.1,0.1,2.52,,,245.0,245.0,,,110.0,20.0,267.2,,229.1,54.2,,29.9,42.1,1.0,3.49,6.08,
2019-01-01 03:10:00+00:00,,,,,,,,,,,2.48,,,,,,,,,,,,,,,,,,,
2019-01-01 03:15:00+00:00,,,,,,,,,,,2.47,,,,,,,,,,,,,,,,,,,
2019-01-01 03:20:00+00:00,2.35,,8.05,2.1,,2.1,,,2.9,,2.48,,,275.5,275.5,,,110.0,20.0,269.4,,244.6,35.1,,18.7,35.8,0.6,3.42,2.06,
2019-01-01 03:25:00+00:00,,,,,,,,,,,2.46,,,,,,,,,,,,,,,,,,,
2019-01-01 03:30:00+00:00,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,,,,
2019-01-01 03:35:00+00:00,2.4,,8.54,2.05,,2.05,,,2.95,,2.48,,,251.9,251.9,,,110.0,20.0,270.7,,233.6,52.9,,29.2,41.7,0.9,3.56,5.7,
2019-01-01 03:40:00+00:00,2.25,,8.61,1.8,,1.8,,,2.9,0.05,2.49,,,231.7,231.7,,,110.0,20.0,230.2,,214.1,22.9,,12.3,22.3,0.3,3.83,2.42,
2019-01-01 03:45:00+00:00,,,,,,,,,,,2.47,,,,,,,,,,,,,,,,,,,
2019-01-01 03:50:00+00:00,,,,,,,,,,,2.49,,,,,,,,,,,,,,,,,,,
2019-01-01 03:55:00+00:00,,,,,,,,,,,2.51,,,,,,,,,,,,,,,,,,,
2019-01-01 04:00:00+00:00,,,,,,,,,,,2.53,,,,,,,,,,,,,,,,,,,
2019-01-01 04:05:00+00:00,,,,,,,,,,,2.55,,,,,,,,,,,,,,,,,,,
2019-01-01 04:10:00+00:00,,,,,,,,,,,2.58,,,,,,,,,,,,,,,,,,,
2019-01-01 04:15:00+00:00,,,,,,,,,,,2.62,,,,,,,,,,,,,,,,,,,
2019-01-01 04:20:00+00:00,,,,,,,,,,,2.65,,,,,,,,,,,,,,,,,,,
2019-01-01 04:25:00+00:00,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,
2019-01-01 04:30:00+00:00,,,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,
2019-01-01 04:35:00+00:00,,,,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,
2019-01-01 04:40:00+00:00,,,,,,,,,,,2.84,,,,,,,,,,,,,,,,,,,
2019-01-01 04:45:00+00:00,,,,,,,,,,,2.89,,,,,,,,,,,,,,,,,,,
2019-01-01 04:50:00+00:00,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,,,,
2019-01-01 04:55:00+00:00,,,,,,,,,,,3.01,,,,,,,,,,,,,,,,,,,
2019-01-01 05:00:00+00:00,,,,,,,,,,,3.07,,,,,,,,,,,,,,,,,,,
2019-01-01 05:05:00+00:00,2.25,,7.22,1.6,,1.6,,,2.95,0.15,3.17,,,271.8,271.8,,,110.0,20.0,271.8,,227.4,60.6,,33.0,64.3,0.9,3.21,1.98,
2019-01-01 05:10:00+00:00,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,
2019-01-01 05:15:00+00:00,,,,,,,,,,,3.27,,,,,,,,,,,,,,,,,,,
2019-01-01 05:20:00+00:00,2.8,,10.1,2.25,,2.25,,,3.45,0.1,3.37,,,250.7,250.7,,,110.0,20.0,237.0,,206.3,42.5,,23.4,43.5,1.0,3.61,2.22,
2019-01-01 05:25:00+00:00,2.8,,10.46,2.15,,2.15,,,3.45,0.15,3.44,,,226.0,226.0,,,110.0,20.0,221.1,,195.9,34.1,,18.7,36.5,0.9,3.73,1.96,
2019-01-01 05:30:00+00:00,3.15,,11.11,2.4,,2.4,,,3.7,0.2,3.52,,,229.5,229.5,,,110.0,20.0,233.6,,195.6,52.9,,28.6,51.3,1.6,3.53,2.5,
2019-01-01 05:35:00+00:00,3.2,,11.64,2.6,,2.6,,,3.95,0.2,3.59,,,233.0,233.0,,,110.0,20.0,220.7,,188.1,43.9,,24.1,47.8,1.4,3.64,1.9,
2019-01-01 05:40:00+00:00,3.3,,12.33,2.85,,2.85,,,4.0,0.15,3.67,,,238.0,238.0,,,110.0,20.0,213.2,,182.1,41.0,,22.6,47.0,1.4,3.74,1.71,
2019-01-01 05:45:00+00:00,3.5,,12.39,2.45,,2.45,,,4.15,0.1,3.74,,,216.5,216.5,,,110.0,20.0,233.6,,183.6,72.0,,39.1,62.5,2.6,3.54,3.5,
